intersect_bp,f_orig_query,f_match,f_unique_to_query,name,filename,md5
7790000.0,0.0385281171176,0.846739130435,0.0385281171176,"NC_007951.1 Burkholderia xenovorans LB400 chromosome 1, complete sequence",../sbt/mircea_refs.sbt.json,916b89e38f67144f3791d27442ccdf64
6920000.0,0.0342252336911,1.0,0.0342252336911,"BA000019.2 Nostoc sp. PCC 7120 DNA, complete genome",../sbt/mircea_refs.sbt.json,6a3ef68ec961597ada7e315a22c93fc1
6830000.0,0.0337801078194,1.0,0.0337801078194,BX119912.1 Rhodopirellula baltica SH 1 complete genome,../sbt/mircea_refs.sbt.json,412713fcfff87cee510ca8c1b304e628
6140000.0,0.0303674761363,0.99837398374,0.0303674761363,"AE015928.1 Bacteroides thetaiotaomicron VPI-5482, complete genome",../sbt/mircea_refs.sbt.json,1003436a5cf6b30217c420df0ee8785c
5750000.0,0.0284385973589,0.987972508591,0.0284385973589,"CP000875.1 Herpetosiphon aurantiacus DSM 785, complete genome",../sbt/mircea_refs.sbt.json,b85137eeb87857e40d9aa280518d2ba8
5520000.0,0.0273010534646,0.965034965035,0.0273010534646,"CP000850.1 Salinispora arenicola CNS-205, complete genome",../sbt/mircea_refs.sbt.json,a30e30043c2fe202337fac8200dd5df9
5270000.0,0.0260645927098,0.996219281664,0.0260645927098,"AE010299.1 Methanosarcina acetivorans str. C2A, complete genome",../sbt/mircea_refs.sbt.json,2a7ba3e7c0bb3f08fcf1f8898e4671be
5230000.0,0.0258667589891,1.0,0.0258667589891,"CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome",../sbt/mircea_refs.sbt.json,8e6381f9a934dff4091c5771c7af3d7e
5170000.0,0.0255700084079,0.992263056093,0.0253721746872,"CP000139.1 Bacteroides vulgatus ATCC 8482, complete genome",../sbt/mircea_refs.sbt.json,f29a9ed10f4b9d61aa0c1483f3fbc412
4980000.0,0.0246302982343,0.978388998035,0.0246302982343,"CP000753.1 Shewanella baltica OS185, complete genome",../sbt/mircea_refs.sbt.json,fae2517d10c4992375f542a85e5beb29
4950000.0,0.0244819229438,0.901639344262,0.0244819229438,"NZ_JGWU01000001.1 Bordetella bronchiseptica D989 ctg7180000008197, whole genome shotgun sequence",../sbt/mircea_refs.sbt.json,43bf2ab71184f0214e6f5cccc56a2e96
4870000.0,0.0240862555023,0.96421471173,0.0239873386419,"CP001013.1 Leptothrix cholodnii SP-6, complete genome",../sbt/mircea_refs.sbt.json,3fd16b6d67e0aea55f0789ddcc0fa7e2
4840000.0,0.0239378802117,0.91935483871,0.0225530441664,"CP000667.1 Salinispora tropica CNB-440, complete genome",../sbt/mircea_refs.sbt.json,bc31ee055f876cfc74edbb2bf39de704
4500000.0,0.0222562935852,1.0,0.0222562935852,"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",../sbt/mircea_refs.sbt.json,be9b3925a161c943fea66a643a21d256
4290000.0,0.0212176665513,1.0,0.0212176665513,"CP001472.1 Acidobacterium capsulatum ATCC 51196, complete genome",../sbt/mircea_refs.sbt.json,775e0b298fba09a14d60f23f4a4045b0
4020000.0,0.0198822889361,0.930394431555,0.019832830506,"CP000031.2 Ruegeria pomeroyi DSS-3, complete genome",../sbt/mircea_refs.sbt.json,c72cdff60648a0a15af8e11c9057c816
3880000.0,0.0191898709135,0.98971722365,0.0190414956229,"NZ_CH959317.1 Sulfitobacter sp. NAS-14.1 scf_1099451320472, whole genome shotgun sequence",../sbt/mircea_refs.sbt.json,642304357ab659b18008e18517d5e5e1
3730000.0,0.0184479944607,1.0,0.0184479944607,"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",../sbt/mircea_refs.sbt.json,75794974b6fce4fbd58ed03a77ca35e6
3620000.0,0.0179039517286,0.967914438503,0.0179039517286,"NC_013968.1 Haloferax volcanii DS2 plasmid pHV1, complete sequence",../sbt/mircea_refs.sbt.json,50bc5bc5511b0b266d0fd63934948119
3620000.0,0.0179039517286,1.0,0.0179039517286,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",../sbt/mircea_refs.sbt.json,dff5200676375751e20d3122d6a015af
